Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Days_Customer,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Has_Children
Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,69,4632,55,5,1,1
Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,65,4240,358,17,1,1
PhD,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,53,4404,42,5,0,1
Graduation,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,60,4270,184,10,1,1
Graduation,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,41,4641,460,19,0,1
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,79,4236,145,8,0,0
PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,55,4729,792,23,0,1
Basic,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,77,4790,28,4,0,0
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,44,4326,48,5,0,1
PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,75,4706,467,19,1,1
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,45,4673,38,10,0,1
Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,56,4439,81,9,0,1
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,53,4533,167,10,0,1
PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,69,4254,45,7,0,1
2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,45,4680,48,7,0,1
Graduation,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,49,4453,461,16,0,1
2n Cycle,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,38,4499,55,8,0,1
PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,44,4217,20,5,0,1
Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,49,4456,224,10,1,1
PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,50,4853,101,9,0,1
Graduation,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,57,4307,24,5,0,1
PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,47,4828,269,13,0,0
PhD,Together,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,51,4531,102,7,0,1
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,45,4763,47,7,0,1
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,48,4336,144,10,0,1
Graduation,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,53,4748,318,17,0,1
Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,57,4807,253,14,0,1
Graduation,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,51,4850,502,20,0,1
Graduation,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,41,4406,119,7,0,1
Graduation,Together,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,72,4555,255,14,1,1
Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,64,4584,43,5,0,1
Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,47,4278,76,8,0,1
Master,Together,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,73,4631,185,10,0,1
Graduation,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,73,4374,34,6,1,1
PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,58,4408,416,25,0,1
PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,61,4794,1143,21,0,1
PhD,Together,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,41,4547,27,5,0,1
2n Cycle,Together,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,42,4478,763,22,1,1
Graduation,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,68,4506,525,19,0,1
PhD,Together,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,4218,9,4,0,1
Master,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,53,4465,68,7,0,1
2n Cycle,Together,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,46,4867,1149,25,0,0
Graduation,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,55,4491,37,5,0,1
PhD,Widow,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,59,4512,388,15,0,1
Master,Together,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,49,4607,173,10,0,1
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,37,4468,99,9,0,1
Graduation,Together,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,65,4675,215,12,0,1
PhD,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,62,4701,929,31,0,1
Graduation,Together,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,50,4305,219,12,0,1
Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,47,4495,174,12,0,1
Graduation,Together,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,46,4770,92,9,0,1
Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,67,4668,275,14,1,1
PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,70,4849,1662,33,0,1
PhD,Together,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,42,4707,159,11,0,1
Master,Divorced,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,56,4271,35,7,0,1
PhD,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,61,4210,9,15,0,1
Graduation,Married,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,34,4560,69,6,0,0
PhD,Married,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,58,4373,486,18,0,1
Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,36,4351,34,6,0,1
Graduation,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,49,4610,13,4,0,1
Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,73,4793,103,7,0,1
Master,Together,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,48,4564,84,7,0,0
Graduation,Together,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,39,4853,581,18,0,1
2n Cycle,Divorced,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,49,4400,14,4,0,0
Master,Together,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,56,4500,55,9,0,1
Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,40,4253,20,5,0,1
Master,Together,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,53,4840,367,17,0,1
PhD,Divorced,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,57,4324,42,7,0,1
Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,52,4278,48,7,0,1
Graduation,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,72,4275,39,5,0,1
2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,37,4346,43,5,0,0
Master,Widow,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,65,4886,835,21,0,0
PhD,Married,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,55,4264,34,6,1,1
PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,56,4276,149,10,0,1
PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,39,4245,28,6,0,0
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,40,4807,450,17,0,1
PhD,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,67,4365,46,5,0,1
Graduation,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,42,4692,382,15,1,1
Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,39,4722,72,7,0,1
Graduation,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,75,4456,236,12,0,1
Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,41,4281,49,5,0,0
Graduation,Divorced,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,53,4452,39,9,0,1
Graduation,Married,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,56,4359,306,14,1,1
Graduation,Together,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,38,4348,70,7,0,1
Graduation,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,65,4671,46,5,0,0
Master,Married,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,44,4480,51,5,1,1
PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,61,4724,1198,31,0,1
Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,56,4878,416,23,2,1
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,43,4598,47,8,0,1
PhD,Together,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,59,4754,21,4,0,1
2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,47,4211,70,6,0,1
Master,Married,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,47,4501,24,5,0,1
Master,Married,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,42,4377,44,9,0,1
Master,Married,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,56,4293,63,8,0,1
2n Cycle,Together,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,49,4865,38,6,0,1
PhD,Single,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,68,4680,455,20,0,1
PhD,Widow,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,75,4791,775,24,0,1
Master,Married,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,65,4302,15,4,0,1
Graduation,Married,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,51,4506,38,6,0,1
Graduation,Together,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,74,4735,43,5,0,1
Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,47,4895,42,5,0,1
Master,Married,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,48,4857,162,9,0,1
Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,56,4659,74,9,0,1
PhD,Single,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,84,4560,157,9,0,0
Graduation,Married,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,48,4488,561,18,0,1
Graduation,Together,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,48,4367,20,5,0,1
Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,68,4819,377,18,1,1
Graduation,Married,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,46,4216,45,9,0,1
Graduation,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,72,4623,161,10,0,1
Graduation,Divorced,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,58,4379,144,8,0,1
Graduation,Divorced,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,58,4704,982,16,1,1
Graduation,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,41,4300,44,5,1,1
Graduation,Married,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,49,4652,434,16,0,1
Graduation,Married,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,55,4471,359,25,0,1
2n Cycle,Married,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,61,4900,576,18,0,0
PhD,Single,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,56,4486,88,11,0,1
Graduation,Married,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,45,4284,63,6,0,1
Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,40,4775,27,4,1,1
Graduation,Married,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,40,4691,193,11,0,1
Master,Married,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,62,4588,140,8,0,1
Graduation,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,49,4706,415,22,0,1
Graduation,Married,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,46,4712,263,16,0,1
Graduation,Married,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,33,4576,393,12,0,0
Graduation,Married,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,38,4455,147,10,0,1
Graduation,Married,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,68,4281,443,16,0,1
Master,Married,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,53,4662,174,10,0,1
Graduation,Together,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,64,4642,25,6,0,1
PhD,Together,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,49,4755,484,18,0,1
PhD,Married,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,51,4733,413,18,1,1
Graduation,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,54,4682,25,5,0,1
PhD,Divorced,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,57,4391,13,4,0,1
Graduation,Married,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,54,4865,115,10,0,1
Graduation,Single,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,58,4221,16,4,0,0
Graduation,Married,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,47,4438,52,7,0,1
Graduation,Divorced,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,60,4705,441,17,1,1
Graduation,Single,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,38,4704,165,11,0,1
Basic,Married,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,43,4722,839,27,0,0
Graduation,Married,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,41,4689,66,6,0,0
Graduation,Together,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,57,4644,37,8,0,1
Graduation,Divorced,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,73,4295,21,6,0,1
Graduation,Together,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,52,4846,22,4,0,1
Graduation,Together,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,46,4341,78,9,0,1
Master,Married,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,42,4654,79,6,0,1
Graduation,Married,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,68,4363,265,17,0,1
Master,Married,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,45,4330,46,8,0,1
Graduation,Divorced,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,71,4459,46,5,0,0
Master,Together,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,75,4864,874,26,1,1
2n Cycle,Together,7500.0,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,39,4901,100,10,0,1
Graduation,Married,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,48,4433,45,9,0,1
Graduation,Together,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,49,4630,1260,29,0,1
Graduation,Married,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,40,4478,414,12,1,1
Graduation,Married,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,40,4662,79,6,0,1
Graduation,Single,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,33,4627,692,18,0,0
Graduation,Married,29009.0,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,43,4416,44,7,0,1
Master,Married,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,45,4414,50,6,0,1
Graduation,Married,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,53,4860,467,21,0,1
Graduation,Single,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,54,4415,223,12,0,1
Graduation,Married,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,65,4224,158,9,0,1
Graduation,Married,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,73,4681,43,5,0,1
Graduation,Single,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,49,4484,527,21,1,1
Master,Single,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,69,4231,71,8,0,1
Graduation,Together,48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,71,4207,54,5,0,1
Graduation,Single,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,59,4671,129,7,0,0
Graduation,Married,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,74,4744,1088,25,0,1
Graduation,Together,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,46,4737,41,7,0,1
Graduation,Married,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,76,4500,100,7,0,0
Graduation,Married,31761.0,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,40,4289,98,9,0,1
Graduation,Together,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,45,4457,48,5,0,1
Graduation,Together,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,75,4532,519,19,0,1
Master,Married,27889.0,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,47,4563,26,5,0,1
Basic,Widow,22123.0,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,64,4298,102,7,0,0
Graduation,Married,27803.0,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,51,4876,176,9,0,1
Graduation,Married,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,64,4803,433,17,0,1
Graduation,Single,30828.0,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,44,4472,56,8,0,1
Master,Married,34109.0,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,53,4439,22,4,0,1
Master,Divorced,53367.0,1,1,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,50,4506,400,21,0,1
Basic,Together,22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,55,4455,26,4,0,0
PhD,Married,48699.0,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,74,4608,40,5,0,1
Graduation,Single,54252.0,1,1,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,68,4601,264,15,0,1
Master,Married,53204.0,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,48,4305,45,5,0,1
2n Cycle,Married,14796.0,1,0,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,40,4854,51,6,0,1
Basic,Married,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,52,4690,75,7,0,0
Master,Married,48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,75,4590,266,13,0,1
Graduation,Widow,58275.0,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,69,4596,615,23,0,1
PhD,Together,44953.0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,43,4759,1021,24,1,0
Graduation,Together,34587.0,1,1,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,71,4248,22,6,0,1
Master,Together,43018.0,0,1,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,50,4444,133,7,0,1
Master,Married,45736.0,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,70,4544,437,19,0,1
2n Cycle,Married,27733.0,1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,43,4511,57,7,0,1
Graduation,Divorced,25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,53,4823,28,4,0,1
Master,Together,37509.0,1,0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,48,4859,123,9,0,1
2n Cycle,Together,25176.0,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,48,4527,13,4,0,1
Graduation,Married,43586.0,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,44,4872,132,10,0,1
2n Cycle,Married,53230.0,0,1,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,68,4899,732,23,0,1
Graduation,Together,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,67,4213,66,7,1,1
Graduation,Together,33590.0,2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,50,4442,8,4,0,1
Basic,Married,16005.0,1,0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,44,4888,103,8,0,1
Graduation,Married,58692.0,0,1,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,59,4288,395,15,0,1
Graduation,Widow,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,55,4474,258,15,1,1
Master,Divorced,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,1,58,4896,180,11,0,1
Graduation,Divorced,19346.0,1,0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,50,4354,22,5,0,1
Graduation,Married,35788.0,1,1,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,53,4361,44,7,0,1
